F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,Label
0.8558384500398015,0.7482070529077113,0.5686377349508932,0.6666782894718392,0.8411115335047333,0.8102345753691914,0.7407565064033809,0.8363925146108196,0.5757269438872291,0.6406832460596789,0.6891260934724229,0.6498381781643775,0.7749706659786819,0.7801021567866911,0.750857368503256,0.5979952683215517,0.8769610293115457,0.733903393220712,0.5407206341041857,0.5796197364631677,0.6240743589459484,0.8652272196015693,0.6126988100360446,0.5940036820020458,0.8094826664147889,0.7895096445184999,0.6441439544293266,0.7508225654650905,0.6747427060094747,0.7619654892853704,0.6694700152366952,0.7528890839637608,0.7023378615239352,0.6409827512842455,0.7931099483753664,0.7070330343715567,0.7982129622905887,0.7511752379095952,0.6959354757979177,0.8178167519121105,0.7256749138153104,0.7468551065066547,0.6705760877542727,0.6541472930754691,0.7187894778597549,0.610672534180032,0.7154722095282792,0.7206231943058505,0.5973473145100148,0.8290163843228153,0.8456453654925984,0.8369369507507125,0.6830372039976018,0.7179419716885413,0.6661328232728512,0.7743419394679987,0.6832357084187451,0.7221038987650408,0.7371027256581518,0.5910672211915853,M
0.23950219654759264,0.2974912880946215,0.3148604198127345,0.36410504073140776,0.14099174669794867,0.3211008503471223,0.4061951663260016,0.23974870274269175,0.28905433808366143,0.11365140386947786,0.3066380165445172,0.15113376110809704,0.24466436921771714,0.29511560214140253,0.239318198727012,0.28359794424373624,0.33732984708643626,0.2961615020358214,0.3141247912366782,0.11302999663736762,0.28423484266281696,0.07797394782137232,0.2604105635173153,0.4841183157788315,0.3936483777320451,0.15724067717501705,0.24568538988035107,0.2824032424944998,0.3506487475806194,0.38505973109745195,0.4629395011775506,0.2045538701832392,0.32179830976515955,0.12368097470055889,0.34098001414420726,0.34926628614506494,0.30200493017929314,0.3653574074237852,0.21388258000616134,0.1680462916211081,0.2049302778272104,0.3370029603620562,0.43105263133846283,0.21414990970231862,0.23165917100507183,0.3115265256232304,0.644621268895399,0.255234624156204,0.3964047817637078,0.2821469568658956,0.2459666818775812,0.1670625679224306,0.26960483208947944,0.38492713568826664,0.21301501097126346,0.30963444372515153,0.2146240522989482,0.2582364655572114,0.14855656689942998,0.531824083958786,R
0.22480398595189144,0.3203896227432622,0.20496275297038827,0.26320505164210534,0.34501222637553486,0.24926443342655427,0.2771903635860339,0.2727031314043924,0.2566718709436696,0.19035279743728362,0.40122339802715107,0.4370078638198061,0.3951613476600493,0.3942734083473762,0.2584302711539888,0.31752189772834355,0.22206266743904818,0.2865196634660702,0.29540825765742706,0.161487826798817,0.31321474833049834,0.24691586682320754,0.326522908520471,0.2764906806950339,0.33464175737131463,0.369779055523515,0.17466219978553732,0.26803888376630913,0.23520158469747277,0.417831897860221,0.4697783906387897,0.30424212707990006,0.3404499604708799,0.15260196684405528,0.3303093643945596,0.27412350403131086,0.43585538407559815,0.2772513264884651,0.21794043325956486,0.16571971725349377,0.3181057063821301,0.24565612623224048,0.4217293210040221,0.36332428562976254,0.2899029784602681,0.36272706330842214,0.47431997309913054,0.18400905777099835,0.23649111759383729,0.4941654369866608,0.22455687635867388,0.3662327489413103,0.4187043449750178,0.29842266841165055,0.36894505449451914,0.2706072415436646,0.4816664767526789,0.25581227125235984,0.20454091340240704,0.38887174547644066,R
0.8168155837751713,0.9135107996468016,0.8726067713110263,0.6721956886469508,0.7095138870927208,0.6446544496169474,0.5665579718434648,0.840966642056113,0.5731271939702655,0.6991594883332659,0.7265327201940692,0.8359187202211832,0.7908711972765574,0.712285127537995,0.635564264059769,0.4239485154345278,0.536810445853068,0.6788025020162155,0.7806672965525658,0.618982101035867,0.7148565166377076,0.6768416282554438,0.6593402782692996,0.6966230695311924,0.7482626707793693,0.66116316743204,0.7203652987417247,0.7186228036225139,0.5800366156980403,0.8377521906166289,0.8549592192724074,0.5150370238560766,0.6941989634464705,0.6532557438815376,0.7334907774777027,0.89614230467691,0.7378519093993724,0.5789874137870517,0.5161361167516008,0.8169686616857285,0.7356374924224977,0.715101177012165,0.7450600378651258,0.7382421576599687,0.6836517641295506,0.7533054802776579,0.6802702871500365,0.700661684131734,0.6560986143569862,0.5588398554623665,0.7785894517493737,0.75589419086252,0.657081517065512,0.6835396960594615,0.5607764544389124,0.6950280800465822,0.554626649727103,0.6570847937516806,0.6139997162786078,0.6807241473744833,M
0.6719527961469944,0.7802102914907952,0.6663735307967941,0.5963868867122768,0.551192466546555,0.7311107771245111,0.6376867295210016,0.9027169967245319,0.7053344806440214,0.6222013027544002,0.7881423627849905,0.9040630484996854,0.880693337313121,0.6080189124210205,0.5735051103395845,0.5705473549118876,0.7699254397712472,0.6708372148456965,0.6314923466788123,0.7824902224184846,0.6120268078085885,0.8016224078501721,0.5996081463774362,0.6652429623782642,0.8387124783054869,0.7124634908737885,0.596752842173334,0.8514851550860756,0.8134883258218202,0.8438640165325377,0.5291445791090621,0.7299307299991472,0.6296326446112052,0.6394714397474583,0.7642598809183557,0.5249883804109207,0.7158372810751282,0.8533249886059489,0.7145074891450385,0.8093625689165245,0.712043212579784,0.6147450344559221,0.8929870783396306,0.6807730921596555,0.5740484678023847,0.5612571568703959,0.6814222570892825,0.787407322909681,0.6989102920317785,0.5502692122787254,0.7083688172937739,0.8090923716848957,0.6872552596829689,0.8456663893494665,0.6164022342598309,0.7897611728054335,0.7484091573561594,0.752820907394562,0.7445291558579705,0.667113556621035,M
0.35207592263469467,0.1102304639715074,0.19502778140940374,0.36509556711106306,0.3161167396656318,0.32887411865973926,0.3034114653677361,0.29949091024184854,0.3102930648478797,0.19439648157351946,0.27710730276550677,0.1755895368571158,0.23804035432617587,0.4195905009204533,0.28192476895024365,0.35958394752808076,0.311529455411255,0.26151083331067254,0.19914312933915768,0.2599944347590642,0.31831784459805246,0.358015344412426,0.31223368645572863,0.3649480317945711,0.14798298974402938,0.3866662557583502,0.18717436592980466,0.39835046171580213,0.3502405843412843,0.11298104378550336,0.37369628241849295,0.39950973398329115,0.4257878460345905,0.2231401715893977,0.3179410842070526,0.36944493830487085,0.37363268674120786,0.34095207618629686,0.25733637565433776,0.3987943754109147,0.39938199668145163,0.28457216939033975,0.22164451959589385,0.2272096660801856,0.4364817715332212,0.3950678384918426,0.29799602172799705,0.28008267924790026,0.1231813239144322,0.2915598895621908,0.18088848454458256,0.3158999476491758,0.4185247246761441,0.20195484470275588,0.32385867603880336,0.3997779762009926,0.32202953952722513,0.2476017038149743,0.30103864052721135,0.39572487122278766,R
0.6889000096723766,0.9147205739563147,0.7214297213095129,0.5873007485418603,0.9786570379541601,0.7372454244232469,0.6178212123470153,0.6899324054665306,0.5299084237976879,0.6179456397977038,0.7872825261196243,0.5763741480293191,0.5585891483987655,0.7941073602824557,0.9196437973500544,0.7550730188814161,0.876869264948889,0.5852243035111964,0.7463653829007525,0.812949121486656,0.649118109378105,0.6048733519400122,0.6894977870027322,0.7352032490780384,0.6772899922407224,0.7208464462043089,0.5747572820464583,0.729879720551839,0.7758089015406275,0.7276147978137691,0.6220376161195686,0.538704152477715,0.7095422654386937,0.6428300792479532,0.8619961115626789,0.8418815685210217,0.5132859639235361,0.6735589736196207,0.6241583738293258,0.5812692644415367,0.6830839342599364,0.6209786594486525,0.6086590983650003,0.5982497049144315,0.8326885281430954,0.6801755150676694,0.6937536052544458,0.8261138804866404,0.6683673200802364,0.7319997281680612,0.627642081253802,0.6503479040702007,0.7121987725861941,0.7200111415283627,0.7745522223146596,0.8071103859431022,0.6946607282258056,0.808023621790885,0.6177229001188631,0.7706357558157513,M
0.6469518273269464,0.6951611406611912,0.5373876311272607,0.7665872178368649,0.7075681875646967,0.9119276240727876,0.6315408387076669,0.5254440033206103,0.5471819771834001,0.6907411161783998,0.7558072181948318,0.7000993410798237,0.7697869629985633,0.754163415663032,0.7032842626292741,0.6778947324425099,0.8090360464567431,0.5985932893886742,0.8430606930063927,0.728649110775799,0.575501799256882,0.6962297902768433,0.7926107367193524,0.7457769778430087,0.6878739460161244,0.8242297840746384,0.7869256911244612,0.7682160922043051,0.6627756826196158,0.6704573738126907,0.7146602997629316,0.7111661956426596,0.9197805497565781,0.5599623064311736,0.6890303878523878,0.6261328561765592,0.771981154167062,0.7328978408942158,0.7466164905406841,0.49851254007099016,0.7370007390811134,0.6096340677358432,0.5363833100665177,0.813885713093131,0.8628836829917059,0.7323179155921296,0.7445879169059139,0.5962574934085877,0.6357050253286537,0.6336485323395122,0.7071836243737795,0.5648947598561562,0.7713732780925769,0.7569903945760759,0.7013033952362868,0.7142772048425501,0.8346381002401609,0.7866776473597349,0.8130697637561053,0.7915665940439454,M
0.13201007585112878,0.21654703499081257,0.368631480504423,0.27734357243220664,0.19268206126270332,0.11613701013559186,0.3733203672240365,0.36516022549488547,0.3243320691419228,0.25040938092140835,0.1886909972370195,0.2947018460103298,0.16846813963545995,0.22484159194354097,0.4261250581399549,0.11491642368685806,0.36775278269003675,0.44941959514491625,0.3816259719382653,0.33982128784264837,0.2536427153828876,0.2354111945565987,0.0751869133936679,0.3037006680267314,0.2597759551270906,0.2301965591318093,0.29799189711209867,0.3062369480204655,0.23644427026329462,0.4613080783476786,0.3730602779112424,0.38962785583732784,0.2896697216360591,0.35112357322611426,0.21042953994014368,0.3666258540250306,0.27955973926862604,0.1978016464985674,0.297723332878077,0.270794596975011,0.5323069327220917,0.34353942484799116,0.4579717467448222,0.41312871063587264,0.3037780599797499,0.2556280797069955,0.12597734187996767,0.21290564493352598,0.3662753457754214,0.2697869614879297,0.33758203257384417,0.09697248486526633,0.3453514849097373,0.4096481557199286,0.12242417101937464,0.3371563906356799,0.43435346536084607,0.46800866493394655,0.24965009291420404,0.37799303446115334,R
0.6388866764072906,0.6847620765907474,0.7641780590643186,0.6780984391376562,0.6084172074136215,0.5932018891006211,0.7278204340427114,0.7253117023672115,0.6590063972170177,0.6447489906665336,0.6759847039296201,0.8791462410103267,0.6105178310714198,0.5384129774314781,0.6585480448798737,0.7303318952944688,0.6290215668080891,0.7870738932205541,0.5509483496509298,0.6735459741491341,0.6902443584221896,0.7229449158193926,0.6934182325846943,0.6680223960570735,0.6112303017308094,0.7076711002167337,0.5628411563749813,0.5554588968929459,0.5973767813585864,0.6308857957631356,0.7086338567633397,0.8688768350004505,0.6995303237650332,0.7148347781275183,0.6620970325429396,0.7395617437605367,0.6584554249592276,0.5990239206327133,0.635643500867413,0.6510033995907357,0.8168241467692973,0.7183773491974821,0.8248084484975395,0.6669381261706662,0.7451142504420435,0.7227354872348966,0.5767546782721478,0.7449874478718193,0.6492497974967625,0.7517944631415472,0.8727425885839,0.6461211320884483,0.6654212793161651,0.7613369126295432,0.7349258345553333,0.5944381305704932,0.8600392650592932,0.5784078990353767,0.6976049045748267,0.8214155100599708,M
0.15759263573329146,0.10299946435539678,0.4326318216859578,0.19929509523876576,0.22840532606156227,0.3989604542757345,0.2694761727747599,0.28198346262709173,0.27979130935620705,0.33475987709747856,0.2773665583609324,0.31141260743591004,0.2496441874587294,0.3351819589879362,0.33138430319045675,0.4897885837684182,0.2618749050326298,0.28158344821950204,0.32388243259370414,0.396443564431472,0.19084148468227985,0.31035765217750677,0.049217396394493296,0.2728468083277604,0.4072727030099361,0.22738575636526817,0.31768376152853117,0.24710944256163975,0.2140597802266317,0.39714859982681017,0.1954741310154346,0.3292965293863093,0.3308351620766159,0.2148200482961376,0.3155685256957628,0.20650521625320228,0.3521791874909158,0.1685054285357106,0.2660394496808159,0.27472283403421,0.411295533821067,0.3140043071711892,0.3955013490112059,0.35546910484898786,0.35483030008957583,0.2668066809769932,0.4020905883524887,0.2643829590697997,0.12701745200698922,0.2785212831533107,0.3453476404644068,0.13933742812871866,0.2114897641279614,0.1769411559822644,0.37867171047089637,0.4672862637012496,0.27903008457867834,0.35315303630682593,0.3505519365899723,0.45537969464399614,R
0.23055015897519487,0.34348929626773383,0.08390873972332777,0.2512455443593407,0.47967534654264915,0.34394858279957646,0.31667936645309924,0.49852265356713565,0.06640463811985639,0.21846888852118923,0.25988268282526106,0.385835123300539,0.38756563632282365,0.21339932910173737,0.39979543221425495,0.25966852326782924,0.42116396256491667,0.19673573018779422,0.28766884009338395,0.250983268462344,0.40560303715657137,0.24772187834338288,0.2957551470988244,0.3506811397663049,0.3545258483026119,0.38869526074731714,0.32111247768446666,0.25817510847201686,0.26503012546412497,0.3025672315207612,0.32495924760743833,0.28528283521515635,0.3019203420965547,0.14827461394278946,0.3667355284454678,0.318111228888943,0.4001870413541088,0.3000160507407085,0.12616024214782134,0.2641553810693325,0.28000700768815834,0.37429033054335986,0.09297264554866047,0.3041179516948935,0.3513675215793306,0.233851211471848,0.3074628009816847,0.2372963490850155,0.22704270667796095,0.2591580149868683,0.2289308007532989,0.36836183119363325,0.2265048123164622,0.20970899929520725,0.4767928666839534,0.39607400118240355,0.11384866393407994,0.2235231710147466,0.32424629717227105,0.3323755067231493,R
0.4122330196431943,0.27588216282869266,0.2837288576307516,0.17407997762097038,0.42191676867364425,0.2852531393826161,0.3717672444365739,0.09337212824326574,0.2108758645300795,0.32507057347492035,0.1422128021053537,0.33612568395919595,0.23381354155225836,0.2222298705286026,0.3512743983600976,0.3170767475428623,0.1875993405636024,0.41231417123081215,0.3505465027368536,0.09855090000565397,0.2696822177173786,0.33732483154106097,0.28888323795840537,0.0,0.3063511452251607,0.375755070930147,0.2918576115185104,0.3055479548087637,0.4019903464142667,0.1415762555235945,0.37364173739011697,0.33395938032970507,0.13763476514392278,0.36977291838802456,0.4806197601931418,0.3333823681176352,0.35544700069151647,0.19346160917742405,0.23814018852507698,0.19820962525451694,0.33958260233567267,0.24820280284555624,0.2420306482675526,0.37037458422643166,0.46697292991776373,0.2912344030682355,0.14250744130222157,0.30401676022047075,0.3191560903547316,0.38314091825891783,0.26764837234741023,0.38810083263754197,0.37276396568778686,0.27019197396159994,0.38203055881861536,0.3930180784947357,0.19088783478077304,0.3960354941916439,0.28800236151773745,0.27525455026162593,R
0.381762289747072,0.2975824790229958,0.2939543791324339,0.3590119063902427,0.39966452957288756,0.2301370876819715,0.28962982151399336,0.28801382431139494,0.20312504049006894,0.3299683179710342,0.246088718407125,0.2994801381730204,0.36494749983450214,0.3268586734277233,0.21129845386550133,0.3203761155149756,0.3138756203799238,0.2438770985130972,0.2136849884971882,0.31539835073309447,0.16027988919632777,0.1932047087846685,0.17166685429825607,0.17880115946021016,0.25211251898188863,0.4062012989322223,0.3618334557861212,0.412315839040973,0.23892094718051837,0.09889796183239963,0.2402642074560249,0.41276474880362424,0.2606436566908786,0.2978174780935445,0.278534133896503,0.36973927457581135,0.38303812209071614,0.14508760627881778,0.05698006367190678,0.3654865379648008,0.2787337912179035,0.36555231558635826,0.271946816407693,0.3520828697901164,0.2864714890287169,0.22804676410025904,0.26034088953342666,0.28315395257743636,0.3611237955787595,0.28283802300170635,0.1928109550429196,0.4664701622105139,0.33113560945533604,0.43610124166257047,0.19074924498311197,0.2746402246007056,0.3190870825744203,0.3657929768522246,0.11125522443887376,0.1142269934861681,R
0.32511387434175476,0.3815182608787776,0.21266033305005785,0.42663210739596186,0.300523714914012,0.3839379253931732,0.33096731580736327,0.3122590778320002,0.323385641048377,0.3671992011381223,0.4958654794071419,0.09826226151710454,0.3540002948924055,0.30439677960007466,0.28228934327953953,0.06367217768724659,0.35802076812550176,0.28750293631186863,0.2165571532323627,0.3042479972717485,0.270720976893512,0.12576068329818418,0.3088184719158125,0.3580073529700014,0.24507665853192734,0.3261712832685123,0.3108111974560164,0.40454922225707757,0.2896307606331326,0.380109183916023,0.2686647244181142,0.49673219614951886,0.2563158401360113,0.23150008756676982,0.2899507880556062,0.2271981094489427,0.17513435661061652,0.37276023542578746,0.0,0.22824666440006053,0.16582360854482467,0.31421694001938616,0.08108843302687985,0.35478508449449203,0.36560899268275227,0.13673819547649252,0.3190602702832918,0.35160592838201954,0.3940300374416188,0.15310706633835383,0.1390405357496755,0.45026492216700914,0.21781102946803804,0.2472595824991446,0.3633094523752878,0.18307989767305188,0.27341505869138744,0.3891744292753058,0.15788977826574788,0.24999956706044907,R
